"id","time_idx","time_h","concentration","solver"
"CLint_x0.5",16,13.0898305084746,36.3937849471589,"nlmixr2/rxode2"
"CLint_x0.5",17,13.9016949152542,34.0435141324212,"nlmixr2/rxode2"
"CLint_x0.5",18,14.7135593220339,31.8757677252421,"nlmixr2/rxode2"
"CLint_x0.5",19,15.5254237288136,29.8656141651292,"nlmixr2/rxode2"
"CLint_x0.5",20,16.3372881355932,27.9946711922794,"nlmixr2/rxode2"
"CLint_x0.5",21,17.1491525423729,26.2488472261534,"nlmixr2/rxode2"
"CLint_x0.5",22,17.9610169491525,24.6169149347521,"nlmixr2/rxode2"
"CLint_x0.5",23,18.7728813559322,23.089623821355,"nlmixr2/rxode2"
"CLint_x0.5",24,19.5847457627119,21.6591172775357,"nlmixr2/rxode2"
"CLint_x0.5",25,20.3966101694915,20.3185260816378,"nlmixr2/rxode2"
"CLint_x0.5",26,21.2084745762712,19.0617230979879,"nlmixr2/rxode2"
"CLint_x0.5",27,22.0203389830508,17.8831730373513,"nlmixr2/rxode2"
"CLint_x0.5",28,22.8322033898305,16.7778191069917,"nlmixr2/rxode2"
"CLint_x0.5",29,23.6440677966102,15.7409973736869,"nlmixr2/rxode2"
"CLint_x0.5",30,24.4559322033898,14.7683823184013,"nlmixr2/rxode2"
"CLint_x0.5",31,25.2677966101695,13.8559472676715,"nlmixr2/rxode2"
"CLint_x0.5",32,26.0796610169492,12.9999372186545,"nlmixr2/rxode2"
"CLint_x0.5",33,26.8915254237288,12.1968443119234,"nlmixr2/rxode2"
"CLint_x0.5",34,27.7033898305085,11.4433858076089,"nlmixr2/rxode2"
"CLint_x0.5",35,28.5152542372881,10.7364862856711,"nlmixr2/rxode2"
"CLint_x0.5",36,29.3271186440678,10.0732631178674,"nlmixr2/rxode2"
"CLint_x0.5",37,30.1389830508475,9.45101465932465,"nlmixr2/rxode2"
"CLint_x0.5",38,30.9508474576271,8.86720702181912,"nlmixr2/rxode2"
"CLint_x0.5",39,31.7627118644068,8.3194655398176,"nlmixr2/rxode2"
"CLint_x0.5",40,32.5745762711864,7.80555868992219,"nlmixr2/rxode2"
"CLint_x0.5",41,33.3864406779661,7.32340137986662,"nlmixr2/rxode2"
"CLint_x0.5",42,34.1983050847458,6.87101987264266,"nlmixr2/rxode2"
"CLint_x0.5",43,35.0101694915254,6.44660481300925,"nlmixr2/rxode2"
"CLint_x0.5",44,35.8220338983051,6.04837211421979,"nlmixr2/rxode2"
"CLint_x0.5",45,36.6338983050847,5.67476543724786,"nlmixr2/rxode2"
"CLint_x0.5",46,37.4457627118644,5.32422681235968,"nlmixr2/rxode2"
"CLint_x0.5",47,38.2576271186441,4.99534209403177,"nlmixr2/rxode2"
"CLint_x0.5",48,39.0694915254237,4.68677335069994,"nlmixr2/rxode2"
"CLint_x0.5",49,39.8813559322034,4.39726576793983,"nlmixr2/rxode2"
